"","gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id","read_lag","math_lag","q30_read","q30_math","bottom30","star_sel"
"35132","male","cauc",1979 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59019",NA,NA,557,557,NA,NA
"35133","female","cauc",1979 Q4,"kindergarten","regular+aide",458,489,"non-free","suburban","bachelor","probation",0,"cauc","18","46","59030",NA,NA,NA,NA,NA,TRUE
"35134","female","cauc",1979 Q4,"1st","small",548,562,"non-free","suburban","bachelor","level1",8,"cauc","18","46","59030",458,489,419,459,FALSE,FALSE
"35135","female","cauc",1979 Q4,"2nd","small",643,699,"non-free","suburban","bachelor","apprentice",1,"cauc","18","46","59030",548,562,485,507,FALSE,FALSE
"35136","female","cauc",1979 Q4,"3rd","small",680,672,"non-free","suburban","master","level1",8,"cauc","18","46","59030",643,699,557,557,FALSE,FALSE
"35137","male","cauc",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59057",NA,NA,NA,NA,NA,NA
"35138","male","cauc",1979 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59057",NA,NA,419,459,NA,NA
"35139","male","cauc",1979 Q1,"2nd","regular",608,593,"free","rural","bachelor","level1",18,"cauc","31","64","59057",NA,NA,485,507,NA,TRUE
"35140","male","cauc",1979 Q1,"3rd","regular",626,659,"non-free","rural","master","level1",6,"cauc","31","64","59057",608,593,557,557,FALSE,TRUE
"35141","male","cauc",1980 Q2,"kindergarten","regular+aide",NA,NA,"free","rural","bachelor","level1",12,"cauc","9","12","59068",NA,NA,NA,NA,NA,TRUE
"35142","male","cauc",1980 Q2,"1st","regular+aide",425,404,"free","rural","bachelor","level1",39,"cauc","9","12","59068",NA,NA,419,459,NA,TRUE
"35143","male","cauc",1980 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59068",425,404,485,507,TRUE,TRUE
"35144","male","cauc",1980 Q2,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59068",NA,NA,557,557,NA,NA
"35145","male","afam",1980 Q1,"kindergarten","small",500,559,"non-free","suburban","bachelor","level1",3,"cauc","18","44","59088",NA,NA,NA,NA,NA,NA
"35146","male","afam",1980 Q1,"1st","small",524,572,"free","suburban","bachelor","apprentice",1,"cauc","18","44","59088",500,559,419,459,FALSE,FALSE
"35147","male","afam",1980 Q1,"2nd","small",571,659,"free","suburban","bachelor","level1",12,"afam","18","44","59088",524,572,485,507,FALSE,FALSE
"35148","male","afam",1980 Q1,"3rd","small",597,594,"non-free","suburban","bachelor","level1",7,"afam","18","44","59088",571,659,557,557,FALSE,FALSE
"35149","male","cauc",1978 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59099",NA,NA,NA,NA,NA,NA
"35150","male","cauc",1978 Q3,"1st","small",433,477,NA,"rural","bachelor","level1",7,"cauc","30","63","59099",NA,NA,419,459,NA,NA
"35151","male","cauc",1978 Q3,"2nd","small",489,530,"free","rural","bachelor","level1",18,"cauc","30","63","59099",433,477,485,507,TRUE,TRUE
"35152","male","cauc",1978 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59099",489,530,557,557,TRUE,TRUE
"35153","male","cauc",1979 Q4,"kindergarten","regular",439,559,"free","rural","bachelor","level1",8,"cauc","36","72","5910",NA,NA,NA,NA,NA,TRUE
"35154","male","cauc",1979 Q4,"1st","regular+aide",548,592,"non-free","rural","master","level1",7,"cauc","36","72","5910",439,559,419,459,FALSE,TRUE
"35155","male","cauc",1979 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5910",548,592,485,507,FALSE,NA
"35156","male","cauc",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5910",NA,NA,557,557,NA,NA
"35157","male","cauc",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59114",NA,NA,NA,NA,NA,NA
"35158","male","cauc",1979 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59114",NA,NA,419,459,NA,NA
"35159","male","cauc",1979 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59114",NA,NA,485,507,NA,NA
"35160","male","cauc",1979 Q3,"3rd","regular+aide",564,589,"non-free","suburban","bachelor","level1",8,"cauc","25","58","59114",NA,NA,557,557,NA,TRUE
"35161","male","afam",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59136",NA,NA,NA,NA,NA,NA
"35162","male","afam",1979 Q1,"1st","regular",497,484,"free","suburban","master","level1",33,"cauc","11","21","59136",NA,NA,419,459,NA,TRUE
"35163","male","afam",1979 Q1,"2nd","small",557,518,"free","suburban","bachelor","level1",25,"afam","11","21","59136",497,484,485,507,TRUE,TRUE
"35164","male","afam",1979 Q1,"3rd","small",543,519,"non-free","suburban","bachelor","notladder",21,"cauc","11","21","59136",557,518,557,557,TRUE,TRUE
"35165","male","cauc",1980 Q3,"kindergarten","regular",445,547,"non-free","suburban","bachelor","level1",0,"cauc","11","17","59147",NA,NA,NA,NA,NA,TRUE
"35166","male","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59147",445,547,419,459,FALSE,NA
"35167","male","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59147",NA,NA,485,507,NA,NA
"35168","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59147",NA,NA,557,557,NA,NA
"35169","male","cauc",1980 Q3,"kindergarten","regular+aide",463,494,"non-free","rural","master","level1",20,"cauc","3","3","59161",NA,NA,NA,NA,NA,TRUE
"35170","male","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59161",463,494,419,459,FALSE,NA
"35171","male","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59161",NA,NA,485,507,NA,NA
"35172","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59161",NA,NA,557,557,NA,NA
"35173","female","cauc",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59184",NA,NA,NA,NA,NA,NA
"35174","female","cauc",1979 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59184",NA,NA,419,459,NA,NA
"35175","female","cauc",1979 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59184",NA,NA,485,507,NA,NA
"35176","female","cauc",1979 Q1,"3rd","small",573,574,"free","urban","master","level1",19,"cauc","6","9","59184",NA,NA,557,557,NA,NA
"35177","male","cauc",1980 Q3,"kindergarten","regular",436,463,"free","rural","master","level1",6,"cauc","30","63","59193",NA,NA,NA,NA,NA,TRUE
"35178","male","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59193",436,463,419,459,FALSE,NA
"35179","male","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59193",NA,NA,485,507,NA,NA
"35180","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59193",NA,NA,557,557,NA,NA
"35181","female","cauc",1979 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59207",NA,NA,NA,NA,NA,NA
"35182","female","cauc",1979 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59207",NA,NA,419,459,NA,NA
"35183","female","cauc",1979 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59207",NA,NA,485,507,NA,NA
"35184","female","cauc",1979 Q4,"3rd","small",670,678,"non-free","urban","master","level1",19,"cauc","6","9","59207",NA,NA,557,557,NA,NA
"35185","female","cauc",1980 Q3,"kindergarten","small",470,536,"free","rural","bachelor","level1",7,"cauc","30","63","59226",NA,NA,NA,NA,NA,NA
"35186","female","cauc",1980 Q3,"1st","small",571,601,"free","rural","bachelor","level1",15,"cauc","30","63","59226",470,536,419,459,FALSE,FALSE
"35187","female","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59226",571,601,485,507,FALSE,NA
"35188","female","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59226",NA,NA,557,557,NA,NA
"35189","female","cauc",1980 Q2,"kindergarten","regular",430,454,"non-free","rural","master","level1",12,"cauc","36","72","59244",NA,NA,NA,NA,NA,TRUE
"35190","female","cauc",1980 Q2,"1st","regular",571,562,"non-free","rural","bachelor","level1",15,"cauc","36","72","59244",430,454,419,459,TRUE,TRUE
"35191","female","cauc",1980 Q2,"2nd","regular",604,603,"non-free","rural","bachelor","notladder",10,"afam","36","72","59244",571,562,485,507,FALSE,TRUE
"35192","female","cauc",1980 Q2,"3rd","regular",608,586,"non-free","rural","master","level1",13,"cauc","36","72","59244",604,603,557,557,FALSE,TRUE
"35193","male","cauc",1979 Q4,"kindergarten","regular+aide",443,423,"free","rural","master","level1",8,"cauc","14","38","59256",NA,NA,NA,NA,NA,TRUE
"35194","male","cauc",1979 Q4,"1st","regular",442,486,"free","rural","bachelor","level1",19,"cauc","14","38","59256",443,423,419,459,TRUE,TRUE
"35195","male","cauc",1979 Q4,"2nd","regular+aide",494,579,"free","rural","bachelor","level1",6,"cauc","14","38","59256",442,486,485,507,TRUE,TRUE
"35196","male","cauc",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59256",494,579,557,557,TRUE,TRUE
"35197","female","cauc",1980 Q2,"kindergarten","small",455,576,"non-free","urban","bachelor","level1",21,"cauc","20","48","59276",NA,NA,NA,NA,NA,NA
"35198","female","cauc",1980 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59276",455,576,419,459,FALSE,NA
"35199","female","cauc",1980 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59276",NA,NA,485,507,NA,NA
"35200","female","cauc",1980 Q2,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59276",NA,NA,557,557,NA,NA
"35201","male","cauc",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59291",NA,NA,NA,NA,NA,NA
"35202","male","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59291",NA,NA,419,459,NA,NA
"35203","male","cauc",1980 Q3,"2nd","small",NA,NA,"free","rural","master","level1",17,"cauc","6","8","59291",NA,NA,485,507,NA,NA
"35204","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59291",NA,NA,557,557,NA,NA
"35205","male","cauc",1979 Q1,"kindergarten","small",407,412,"non-free","rural","bachelor","level1",10,"cauc","32","66","59312",NA,NA,NA,NA,NA,NA
"35206","male","cauc",1979 Q1,"1st","small",NA,477,"free","rural","bachelor","level1",8,"cauc","32","66","59312",407,412,419,459,TRUE,TRUE
"35207","male","cauc",1979 Q1,"2nd","small",489,556,"non-free","rural","bachelor","level1",7,"cauc","32","66","59312",NA,477,485,507,TRUE,TRUE
"35208","male","cauc",1979 Q1,"3rd","small",529,583,"free","rural","bachelor","level1",5,"cauc","32","66","59312",489,556,557,557,TRUE,TRUE
"35209","female","afam",1980 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5932",NA,NA,NA,NA,NA,NA
"35210","female","afam",1980 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5932",NA,NA,419,459,NA,NA
"35211","female","afam",1980 Q2,"2nd","regular",NA,NA,"free","suburban","bachelor","level3",22,"cauc","11","23","5932",NA,NA,485,507,NA,TRUE
"35212","female","afam",1980 Q2,"3rd","regular",620,583,"free","suburban","bachelor","level1",10,"afam","11","23","5932",NA,NA,557,557,NA,TRUE
"35213","female","cauc",1979 Q1,"kindergarten","small",411,434,"free","rural","bachelor","apprentice",3,"cauc","24","56","59329",NA,NA,NA,NA,NA,NA
"35214","female","cauc",1979 Q1,"1st","small",485,502,"free","rural","bachelor","level1",21,"cauc","24","56","59329",411,434,419,459,TRUE,TRUE
"35215","female","cauc",1979 Q1,"2nd","small",539,495,"free","rural","master","notladder",39,"cauc","24","56","59329",485,502,485,507,TRUE,TRUE
"35216","female","cauc",1979 Q1,"3rd","small",550,535,"free","rural","master","level1",6,"afam","24","56","59329",539,495,557,557,TRUE,TRUE
"35217","female","cauc",1980 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59342",NA,NA,NA,NA,NA,NA
"35218","female","cauc",1980 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59342",NA,NA,419,459,NA,NA
"35219","female","cauc",1980 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59342",NA,NA,485,507,NA,NA
"35220","female","cauc",1980 Q2,"3rd","regular",665,631,"non-free","rural","bachelor","apprentice",1,"cauc","19","47","59342",NA,NA,557,557,NA,TRUE
"35221","male","afam",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59360",NA,NA,NA,NA,NA,NA
"35222","male","afam",1979 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59360",NA,NA,419,459,NA,NA
"35223","male","afam",1979 Q1,"2nd","regular",NA,NA,NA,"inner-city",NA,NA,NA,NA,"11","28","59360",NA,NA,485,507,NA,TRUE
"35224","male","afam",1979 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59360",NA,NA,557,557,NA,NA
"35225","male","afam",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59369",NA,NA,NA,NA,NA,NA
"35226","male","afam",1980 Q3,"1st","regular",490,545,"free","suburban","bachelor","level1",7,"cauc","22","51","59369",NA,NA,419,459,NA,TRUE
"35227","male","afam",1980 Q3,"2nd","regular",550,556,"non-free","suburban","master","level1",31,"cauc","22","51","59369",490,545,485,507,FALSE,TRUE
"35228","male","afam",1980 Q3,"3rd","regular",564,589,"non-free","suburban","bachelor","probation",5,"cauc","22","51","59369",550,556,557,557,TRUE,TRUE
"35229","male","cauc",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59386",NA,NA,NA,NA,NA,NA
"35230","male","cauc",1979 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59386",NA,NA,419,459,NA,NA
"35231","male","cauc",1979 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59386",NA,NA,485,507,NA,NA
"35232","male","cauc",1979 Q3,"3rd","regular",NA,NA,"free","rural","bachelor","level1",22,"cauc","6","8","59386",NA,NA,557,557,NA,TRUE
"35233","male","cauc",1980 Q3,"kindergarten","regular",422,459,"non-free","rural","master","level1",8,"afam","32","66","59402",NA,NA,NA,NA,NA,TRUE
"35234","male","cauc",1980 Q3,"1st","regular+aide",485,479,"non-free","rural","bachelor","level1",8,"cauc","32","66","59402",422,459,419,459,TRUE,TRUE
"35235","male","cauc",1980 Q3,"2nd","regular+aide",575,540,"non-free","rural","bachelor","level1",13,"cauc","32","66","59402",485,479,485,507,TRUE,TRUE
"35236","male","cauc",1980 Q3,"3rd","regular+aide",608,610,"non-free","rural","master","level1",4,"cauc","32","66","59402",575,540,557,557,TRUE,TRUE
"35237","male","afam",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59424",NA,NA,NA,NA,NA,NA
"35238","male","afam",1979 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59424",NA,NA,419,459,NA,NA
"35239","male","afam",1979 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59424",NA,NA,485,507,NA,NA
"35240","male","afam",1979 Q1,"3rd","regular",580,612,"free","rural","master","level1",11,"cauc","38","74","59424",NA,NA,557,557,NA,TRUE
"35241","male","cauc",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59441",NA,NA,NA,NA,NA,NA
"35242","male","cauc",1979 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59441",NA,NA,419,459,NA,NA
"35243","male","cauc",1979 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59441",NA,NA,485,507,NA,NA
"35244","male","cauc",1979 Q1,"3rd","regular+aide",572,571,"free","rural","specialist","level2",12,"cauc","16","40","59441",NA,NA,557,557,NA,TRUE
"35245","male","cauc",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59456",NA,NA,NA,NA,NA,NA
"35246","male","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59456",NA,NA,419,459,NA,NA
"35247","male","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59456",NA,NA,485,507,NA,NA
"35248","male","cauc",1980 Q1,"3rd","small",665,678,"non-free","urban","bachelor","apprentice",2,"cauc","26","59","59456",NA,NA,557,557,NA,NA
"35249","female","cauc",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59473",NA,NA,NA,NA,NA,NA
"35250","female","cauc",1979 Q1,"1st","regular+aide",516,507,"free","rural","bachelor","level1",3,"cauc","23","55","59473",NA,NA,419,459,NA,TRUE
"35251","female","cauc",1979 Q1,"2nd","regular+aide",547,535,"non-free","rural","master","level2",11,"cauc","23","55","59473",516,507,485,507,TRUE,TRUE
"35252","female","cauc",1979 Q1,"3rd","regular+aide",572,571,"non-free","rural","master","level1",4,"cauc","23","55","59473",547,535,557,557,TRUE,TRUE
"35253","male",NA,1980 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59478",NA,NA,NA,NA,NA,NA
"35254","male",NA,1980 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59478",NA,NA,419,459,NA,NA
"35255","male",NA,1980 Q4,"2nd","regular",NA,NA,"free","rural","bachelor","level1",18,"cauc","5","7","59478",NA,NA,485,507,NA,TRUE
"35256","male",NA,1980 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59478",NA,NA,557,557,NA,NA
"35257","male","afam",1980 Q3,"kindergarten","regular",410,429,"free","inner-city","bachelor","probation",0,"afam","11","27","59499",NA,NA,NA,NA,NA,TRUE
"35258","male","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59499",410,429,419,459,TRUE,TRUE
"35259","male","afam",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59499",NA,NA,485,507,NA,NA
"35260","male","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59499",NA,NA,557,557,NA,NA
"35261","female","cauc",1980 Q1,"kindergarten","regular+aide",430,494,"non-free","rural","master","level1",5,"cauc","12","34","5951",NA,NA,NA,NA,NA,TRUE
"35262","female","cauc",1980 Q1,"1st","regular+aide",651,601,"non-free","rural","master","level1",23,"cauc","12","34","5951",430,494,419,459,FALSE,TRUE
"35263","female","cauc",1980 Q1,"2nd","regular+aide",650,620,"non-free","rural","master","level1",20,"cauc","12","34","5951",651,601,485,507,FALSE,TRUE
"35264","female","cauc",1980 Q1,"3rd","regular+aide",644,678,"non-free","rural","bachelor","level1",9,"cauc","12","34","5951",650,620,557,557,FALSE,TRUE
"35265","male","cauc",1979 Q4,"kindergarten","regular+aide",451,494,"non-free","rural","bachelor","level1",14,"cauc","37","73","59510",NA,NA,NA,NA,NA,TRUE
"35266","male","cauc",1979 Q4,"1st","regular+aide",558,584,"free","rural","master","level1",11,"cauc","37","73","59510",451,494,419,459,FALSE,TRUE
"35267","male","cauc",1979 Q4,"2nd","regular+aide",614,615,"free","rural","bachelor","apprentice",2,"cauc","37","73","59510",558,584,485,507,FALSE,TRUE
"35268","male","cauc",1979 Q4,"3rd","regular+aide",639,626,"non-free","rural","master","level1",15,"cauc","37","73","59510",614,615,557,557,FALSE,TRUE
"35269","male","cauc",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59534",NA,NA,NA,NA,NA,NA
"35270","male","cauc",1979 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59534",NA,NA,419,459,NA,NA
"35271","male","cauc",1979 Q2,"2nd","small",488,546,"non-free","rural","bachelor","level1",7,"cauc","32","66","59534",NA,NA,485,507,NA,NA
"35272","male","cauc",1979 Q2,"3rd","small",NA,NA,"free","rural","bachelor","probation",1,"cauc","32","66","59534",488,546,557,557,TRUE,TRUE
"35273","female","cauc",1980 Q1,"kindergarten","small",422,459,"free","rural","master","level1",15,"cauc","35","70","59552",NA,NA,NA,NA,NA,NA
"35274","female","cauc",1980 Q1,"1st","small",NA,545,"non-free","rural",NA,NA,NA,NA,"35","70","59552",422,459,419,459,TRUE,TRUE
"35275","female","cauc",1980 Q1,"2nd","small",NA,NA,"free","rural","bachelor","probation",2,"cauc","35","70","59552",NA,545,485,507,NA,NA
"35276","female","cauc",1980 Q1,"3rd","small",NA,629,"free","rural","bachelor","apprentice",1,"cauc","35","70","59552",NA,NA,557,557,NA,NA
"35277","male","cauc",1980 Q1,"kindergarten","small",627,576,"non-free","rural","bachelor","level1",3,"cauc","39","75","59569",NA,NA,NA,NA,NA,NA
"35278","male","cauc",1980 Q1,"1st","small",651,601,"non-free","rural","specialist","level1",17,"cauc","39","75","59569",627,576,419,459,FALSE,FALSE
"35279","male","cauc",1980 Q1,"2nd","small",614,674,"non-free","rural","specialist","level3",17,"cauc","39","75","59569",651,601,485,507,FALSE,FALSE
"35280","male","cauc",1980 Q1,"3rd","small",728,672,"non-free","rural","specialist","level1",13,"cauc","39","75","59569",614,674,557,557,FALSE,FALSE
"35281","male","cauc",1979 Q4,"kindergarten","regular+aide",425,459,"free","rural","bachelor","level1",11,"cauc","4","6","59575",NA,NA,NA,NA,NA,TRUE
"35282","male","cauc",1979 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59575",425,459,419,459,TRUE,TRUE
"35283","male","cauc",1979 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59575",NA,NA,485,507,NA,NA
"35284","male","cauc",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59575",NA,NA,557,557,NA,NA
"35285","male","afam",1980 Q1,"kindergarten","regular+aide",405,468,"free","inner-city","bachelor","level1",7,"cauc","11","22","59601",NA,NA,NA,NA,NA,TRUE
"35286","male","afam",1980 Q1,"1st","small",468,486,"free","inner-city","bachelor","level1",3,"afam","11","22","59601",405,468,419,459,TRUE,TRUE
"35287","male","afam",1980 Q1,"2nd","small",542,552,"free","inner-city","master","level1",14,"cauc","11","22","59601",468,486,485,507,TRUE,TRUE
"35288","male","afam",1980 Q1,"3rd","small",550,567,"free","inner-city","master","level1",19,"afam","11","22","59601",542,552,557,557,TRUE,TRUE
"35289","female","cauc",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5961",NA,NA,NA,NA,NA,NA
"35290","female","cauc",1979 Q3,"1st","small",651,627,"non-free","suburban","bachelor","level1",18,"cauc","17","41","5961",NA,NA,419,459,NA,NA
"35291","female","cauc",1979 Q3,"2nd","small",NA,NA,"non-free","suburban","bachelor","level1",19,"cauc","17","41","5961",651,627,485,507,FALSE,FALSE
"35292","female","cauc",1979 Q3,"3rd","small",654,651,"non-free","suburban","master","level1",13,"cauc","17","41","5961",NA,NA,557,557,NA,NA
"35293","male","afam",1980 Q1,"kindergarten","regular+aide",NA,489,"non-free","suburban","bachelor","level1",21,"afam","11","23","59617",NA,NA,NA,NA,NA,TRUE
"35294","male","afam",1980 Q1,"1st","regular",505,549,"non-free","suburban","bachelor","notladder",25,"afam","11","23","59617",NA,489,419,459,NA,TRUE
"35295","male","afam",1980 Q1,"2nd","regular+aide",591,584,"non-free","suburban","bachelor","level1",5,"afam","11","23","59617",505,549,485,507,FALSE,TRUE
"35296","male","afam",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59617",591,584,557,557,FALSE,NA
"35297","male","afam",1979 Q4,"kindergarten","small",427,454,"free","inner-city","master","level1",10,"afam","11","18","59624",NA,NA,NA,NA,NA,NA
"35298","male","afam",1979 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59624",427,454,419,459,TRUE,TRUE
"35299","male","afam",1979 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59624",NA,NA,485,507,NA,NA
"35300","male","afam",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59624",NA,NA,557,557,NA,NA
"35301","female","afam",1980 Q3,"kindergarten","small",NA,NA,"free","inner-city","bachelor","apprentice",1,"afam","11","32","59643",NA,NA,NA,NA,NA,NA
"35302","female","afam",1980 Q3,"1st","small",553,545,"free","inner-city","bachelor","probation",0,"afam","11","31","59643",NA,NA,419,459,NA,NA
"35303","female","afam",1980 Q3,"2nd","regular+aide",602,626,"free","inner-city","bachelor","level1",16,"afam","11","27","59643",553,545,485,507,FALSE,TRUE
"35304","female","afam",1980 Q3,"3rd","regular+aide",600,648,"free","inner-city","bachelor","notladder",23,"cauc","11","32","59643",602,626,557,557,FALSE,TRUE
"35305","female","cauc",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59659",NA,NA,NA,NA,NA,NA
"35306","female","cauc",1979 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59659",NA,NA,419,459,NA,NA
"35307","female","cauc",1979 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59659",NA,NA,485,507,NA,NA
"35308","female","cauc",1979 Q3,"3rd","regular",600,610,"non-free","rural","bachelor","level1",22,"cauc","31","64","59659",NA,NA,557,557,NA,TRUE
"35309","male","cauc",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59679",NA,NA,NA,NA,NA,NA
"35310","male","cauc",1979 Q1,"1st","regular",474,535,"non-free","suburban","master","level1",8,"cauc","4","4","59679",NA,NA,419,459,NA,TRUE
"35311","male","cauc",1979 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59679",474,535,485,507,TRUE,TRUE
"35312","male","cauc",1979 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59679",NA,NA,557,557,NA,NA
"35313","male","cauc",1979 Q3,"kindergarten","regular+aide",437,444,"non-free","rural","bachelor","level1",7,"cauc","24","56","59689",NA,NA,NA,NA,NA,TRUE
"35314","male","cauc",1979 Q3,"1st","regular",501,584,"non-free","rural","bachelor","level1",5,"cauc","24","56","59689",437,444,419,459,TRUE,TRUE
